date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2024-03-01,6,58.0,65.775,153.0,0.6666666666666666,0.0
2024-03-02,3,57.0,57.25,16.0,1.0,0.0
2024-03-03,3,57.0,57.1,8.0,1.0,0.0
2024-03-04,6,58.0,60.925000000000004,197.5,0.6666666666666666,0.0
2024-03-05,6,58.0,58.258333333333326,98.0,1.0,0.0
2024-03-06,6,58.0,58.93333333333333,127.0,0.8333333333333334,0.0
2024-03-07,6,58.0,58.55,103.5,0.8333333333333334,0.0
2024-03-08,6,58.0,60.31666666666666,168.0,0.8333333333333334,0.0
2024-03-09,3,57.0,60.266666666666666,193.0,0.6666666666666666,0.0
2024-03-10,3,57.0,57.0,7.0,1.0,0.0
2024-03-11,6,58.0,59.375,19.0,1.0,0.0
2024-03-12,6,58.0,64.44166666666666,350.0,0.5,0.0
2024-03-13,12,36.78333333333333,52.266666666666666,675.0,0.3333333333333333,0.0
2024-03-14,12,44.5,52.13333333333333,460.0,0.25,0.0
2024-03-15,12,44.5,46.28333333333333,136.5,0.8333333333333334,0.0
2024-03-16,3,57.0,56.38333333333333,53.0,1.0,0.0
2024-03-17,3,57.0,56.916666666666664,30.0,1.0,0.0
2024-03-18,12,52.5,54.266666666666666,90.0,0.6666666666666666,0.0
2024-03-19,6,58.0,57.483333333333334,26.0,0.8333333333333334,0.0
2024-03-20,6,58.0,58.2,85.0,1.0,0.0
2024-03-21,6,58.0,60.608333333333334,136.5,0.8333333333333334,0.0
2024-03-22,6,58.0,60.1,39.0,1.0,0.0
2024-03-23,6,48.0,49.608333333333334,157.5,0.8333333333333334,0.0
2024-03-24,6,48.0,48.13333333333333,5.0,1.0,0.0
2024-03-25,6,58.0,57.71666666666667,51.5,1.0,0.0
2024-03-26,6,58.0,56.94166666666666,14.0,0.8333333333333334,0.0
2024-03-27,6,58.0,56.65833333333333,56.5,1.0,0.0
2024-03-28,6,58.0,64.475,68.0,0.6666666666666666,0.0
2024-03-29,6,58.0,59.95833333333333,97.0,0.8333333333333334,0.0
2024-03-30,6,48.0,49.69166666666667,194.0,0.8333333333333334,0.0
2024-03-31,6,48.0,47.25833333333334,6.5,1.0,0.0
