date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2025-01-01,3,64.0,65.55,166.0,1.0,0.0
2025-01-02,6,58.5,57.86666666666667,36.5,0.8333333333333334,0.0
2025-01-03,6,58.5,58.2,-16.0,1.0,0.0
2025-01-04,9,39.0,39.53333333333333,59.0,0.7777777777777778,0.0
2025-01-05,8,39.0,43.175,48.0,0.875,0.0
2025-01-06,6,58.5,56.19166666666666,133.5,0.6666666666666666,0.0
2025-01-07,6,58.5,58.49166666666666,45.5,0.8333333333333334,0.0
2025-01-08,6,58.5,55.95,2.0,1.0,0.0
2025-01-09,6,58.5,61.18333333333334,200.0,0.8333333333333334,0.0
2025-01-10,6,58.5,59.15833333333333,41.0,0.8333333333333334,0.0
2025-01-11,6,51.5,53.225,126.5,0.8333333333333334,0.0
2025-01-12,6,51.5,51.68333333333334,18.5,1.0,0.0
2025-01-13,2,48.5,46.53333333333333,-64.0,1.0,0.0
2025-01-14,6,58.5,57.53333333333333,42.5,1.0,0.0
2025-01-15,6,58.5,57.25,90.5,1.0,0.0
2025-01-16,6,58.5,64.60833333333333,278.0,0.6666666666666666,0.0
2025-01-17,6,58.5,57.416666666666664,39.5,0.8333333333333334,0.0
2025-01-18,2,64.0,64.84166666666667,50.0,1.0,0.0
2025-01-19,3,64.0,64.78333333333333,63.0,1.0,0.0
2025-01-20,6,58.5,58.541666666666664,13.0,1.0,0.0
2025-01-21,6,58.5,59.05833333333333,110.5,0.8333333333333334,0.0
2025-01-22,6,58.5,56.16666666666667,3.5,1.0,0.0
2025-01-23,6,58.5,66.91666666666667,476.5,0.3333333333333333,0.0
2025-01-24,6,58.5,60.666666666666664,161.5,0.6666666666666666,0.0
2025-01-27,6,58.5,59.29166666666667,128.5,0.8333333333333334,0.0
2025-01-28,6,58.5,57.41666666666667,12.5,0.8333333333333334,0.0
2025-01-29,6,58.5,57.15833333333333,9.5,1.0,0.0
2025-01-30,6,58.5,58.900000000000006,60.0,1.0,0.0
2025-01-31,6,58.5,57.43333333333334,-24.0,0.8333333333333334,0.0
