date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2022-05-01,42,,,,1.0,0.0
2022-05-02,82,58.5,57.224999999999994,170.0,0.9878048780487805,0.0
2022-05-03,81,58.5,55.95833333333333,73.0,1.0,0.0
2022-05-04,82,58.5,60.375,99.5,0.9878048780487805,0.0
2022-05-05,82,58.5,58.775,60.5,1.0,0.0
2022-05-06,82,58.5,58.958333333333336,124.0,0.9878048780487805,0.0
2022-05-07,44,,,,1.0,0.0
2022-05-08,44,,,,1.0,0.0
2022-05-09,82,58.5,58.983333333333334,75.0,1.0,0.0
2022-05-10,82,58.5,64.01666666666667,157.5,0.975609756097561,0.0
2022-05-11,80,49.0,53.15,392.5,0.95,0.0
2022-05-12,80,48.5,49.525,360.0,0.9125,0.0
2022-05-13,82,58.5,58.475,134.5,1.0,0.0
2022-05-14,45,,,,1.0,0.0
2022-05-15,44,,,,1.0,0.0
2022-05-16,81,49.0,123.26666666666667,4473.0,0.9876543209876543,0.0
2022-05-17,82,58.5,59.391666666666666,110.0,0.9878048780487805,0.0
2022-05-18,81,58.5,59.71666666666667,202.0,0.9753086419753086,0.0
2022-05-19,82,58.5,58.125,15.0,1.0,0.0
2022-05-20,81,58.5,58.46666666666667,60.5,1.0,0.0
2022-05-21,45,,,,1.0,0.0
2022-05-22,44,,,,1.0,0.0
2022-05-23,82,58.5,59.900000000000006,41.0,0.975609756097561,0.0
2022-05-24,82,58.5,60.358333333333334,54.0,0.9878048780487805,0.0
2022-05-25,81,58.5,58.49166666666667,88.0,1.0,0.0
2022-05-26,51,56.0,56.266666666666666,55.0,1.0,0.0
2022-05-27,69,58.5,59.141666666666666,63.5,1.0,0.0
2022-05-28,48,39.0,40.016666666666666,88.0,0.9791666666666666,0.0
2022-05-29,47,39.0,37.81666666666667,21.0,1.0,0.0
2022-05-30,82,58.5,58.63333333333334,102.5,1.0,0.0
2022-05-31,34,,,,1.0,0.0
