date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2025-12-01,84,58.5,56.99166666666667,-16.5,1.0,0.0
2025-12-02,85,58.5,58.258333333333326,23.0,0.9882352941176471,0.0
2025-12-03,85,58.5,57.65833333333333,-3.5,1.0,0.0
2025-12-04,85,58.5,59.53333333333333,184.5,0.9764705882352941,0.0
2025-12-05,84,58.5,58.175,37.0,1.0,0.0
2025-12-06,42,64.0,63.38333333333333,-9.0,1.0,0.0
2025-12-07,41,64.0,64.51666666666667,43.5,1.0,0.0
2025-12-08,85,58.5,66.86666666666667,103.5,0.9882352941176471,0.0
2025-12-09,85,58.5,58.31666666666666,-20.0,1.0,0.0
2025-12-10,83,58.5,58.25,15.5,1.0,0.0
2025-12-11,83,49.0,47.65,325.0,0.927710843373494,0.0
2025-12-12,84,58.5,59.25,113.0,0.9880952380952381,0.0
2025-12-13,51,64.0,63.93333333333333,54.0,1.0,0.0
2025-12-14,51,63.0,63.86666666666667,60.0,1.0,0.0
2025-12-15,84,58.0,58.20833333333333,6.0,1.0,0.0
2025-12-16,84,58.0,58.6,37.5,1.0,0.0
2025-12-17,84,58.0,58.16666666666667,14.5,1.0,0.0
2025-12-18,83,58.0,57.55833333333333,68.5,1.0,0.0
2025-12-19,84,58.0,59.28333333333333,79.5,0.9880952380952381,0.0
2025-12-20,51,63.0,65.18333333333334,151.0,1.0,0.0
2025-12-21,51,63.0,63.38333333333333,57.0,1.0,0.0
2025-12-22,77,58.0,56.50833333333334,33.5,1.0,0.0
2025-12-23,78,58.0,56.575,76.0,0.9871794871794872,0.0
2025-12-24,78,50.0,50.416666666666664,23.0,1.0,0.0
2025-12-25,50,63.0,63.63333333333333,43.0,1.0,0.0
2025-12-26,73,58.0,58.325,7.5,0.9863013698630136,0.0
2025-12-27,51,63.0,63.46666666666667,37.0,1.0,0.0
2025-12-28,51,63.0,63.8,63.0,1.0,0.0
2025-12-29,73,58.0,65.16666666666666,174.0,0.9863013698630136,0.0
2025-12-30,78,58.0,57.93333333333333,9.0,1.0,0.0
2025-12-31,77,58.0,57.900000000000006,24.5,1.0,0.0
